t,task_id,task_type,method,worker_id,model_id,request_id,success,failure_reason,format_ok,prompt_tokens,completion_tokens,total_tokens,latency_ms,cost_usd,cost_source,cost_exact_usd,cost_fallback_usd,decomp_used,decomp_request_id,raw_output_path,planner_raw_output_path,timestamp
150,humaneval_HumanEval/88,humaneval,ours,haiku45,anthropic/claude-4.5-haiku-20251001,gen-1773685501-WQawezePA0xerXbjSc53,1,ok,1,332,710,1042,5210,0.003882,usage_estimate,,0.003882,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0150_humaneval_HumanEval_88_solver.json,,1773685514
151,humaneval_HumanEval/10,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773685515-YaCLMtPX0vBAXt2ngSjo,1,ok,1,222,1088,1310,5031,0.0027866,usage_estimate,,0.0027866,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0151_humaneval_HumanEval_10_solver.json,,1773685529
152,gsm8k_1220,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773685529-vId7Z3p45IzQ3XYzDMDp,1,ok,1,146,104,250,10509,2.0765999999999997e-05,usage_estimate,,2.0765999999999997e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0152_gsm8k_1220_solver.json,,1773685548
153,gsm8k_328,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773685549-tzm0Wz2EfFexPtpTzD7T,1,ok,1,141,107,248,2149,2.0711e-05,usage_estimate,,2.0711e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0153_gsm8k_328_solver.json,,1773685560
154,gsm8k_211,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773685560-WCTBHn7OpwiLN3ba6QfH,1,ok,1,153,228,381,7826,3.3663e-05,usage_estimate,,3.3663e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0154_gsm8k_211_solver.json,,1773685576
155,humaneval_HumanEval/77,humaneval,ours,haiku45,anthropic/claude-4.5-haiku-20251001,gen-1773685577-LPLZWP8g8C6FoOHCnUSi,0,wrong_answer,1,239,740,979,12522,0.003939,usage_estimate,,0.003939,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0155_humaneval_HumanEval_77_solver.json,,1773685598
156,gsm8k_680,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773685599-G4cyVBcpR2nq3VnBJudW,1,ok,1,150,115,265,5274,2.215e-05,usage_estimate,,2.215e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0156_gsm8k_680_solver.json,,1773685613
157,gsm8k_307,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773685613-FqMSrzRnn24jE09HUdC9,1,ok,1,158,268,426,40122,3.8018e-05,usage_estimate,,3.8018e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0157_gsm8k_307_solver.json,,1773685663
158,gsm8k_929,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773685664-ahcvaXC1Fd7laJsT8ZPZ,1,ok,1,139,131,270,5010,2.2969e-05,usage_estimate,,2.2969e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0158_gsm8k_929_solver.json,,1773685677
159,gsm8k_77,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773685678-QvGU6NeEhqRmSnGeh5FL,1,ok,1,142,116,258,7974,2.1682e-05,usage_estimate,,2.1682e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0159_gsm8k_77_solver.json,,1773685695
160,gsm8k_40,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773685695-oX3HJSj5WRNinFspLDZD,1,ok,1,141,458,599,17780,5.5811e-05,usage_estimate,,5.5811e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0160_gsm8k_40_solver.json,,1773685722
161,gsm8k_29,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773685722-9erIBSvEnOFy0SXY9VtA,1,ok,1,166,135,301,2098,2.5286e-05,usage_estimate,,2.5286e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0161_gsm8k_29_solver.json,,1773685732
162,gsm8k_536,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773685733-RIZlwlaX9jgXcNSjdkpf,1,ok,1,132,69,201,4010,1.6272e-05,usage_estimate,,1.6272e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0162_gsm8k_536_solver.json,,1773685745
163,gsm8k_193,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773685746-YDUX8gvNboHDZW5onYeG,1,ok,1,218,242,460,4563,3.9678e-05,usage_estimate,,3.9678e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0163_gsm8k_193_solver.json,,1773685759
164,humaneval_HumanEval/133,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773685759-qXOK6jgEkoSwSMprv36T,1,ok,1,237,851,1088,5368,0.0021986,usage_estimate,,0.0021986,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0164_humaneval_HumanEval_133_solver.json,,1773685774
165,gsm8k_1018,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773685774-qKmrJ1PEXw7iIzoXeYxy,1,ok,1,145,110,255,2902,2.1295e-05,usage_estimate,,2.1295e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0165_gsm8k_1018_solver.json,,1773685785
166,gsm8k_911,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773685786-5a14NMMdSXEy32Ata5XC,1,ok,1,157,106,263,2295,2.1747e-05,usage_estimate,,2.1747e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0166_gsm8k_911_solver.json,,1773685796
167,gsm8k_580,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773685797-nOWYCOc7NGeKhMFCVDN6,1,ok,1,154,272,426,4069,3.8134e-05,usage_estimate,,3.8134e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0167_gsm8k_580_solver.json,,1773685809
168,gsm8k_866,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773685810-VCILJ0aZH58D7SLh8Uf6,1,ok,1,146,191,337,2944,2.9466000000000002e-05,usage_estimate,,2.9466000000000002e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0168_gsm8k_866_solver.json,,1773685821
169,gsm8k_1127,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773685821-fcJBkFJroSE2VsDd37LI,1,ok,1,183,141,324,3017,2.7093e-05,usage_estimate,,2.7093e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0169_gsm8k_1127_solver.json,,1773685832
170,humaneval_HumanEval/86,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773685833-fCYFOSz0qPPnk5q9tWrx,1,ok,1,211,895,1106,5413,0.0023008,usage_estimate,,0.0023008,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0170_humaneval_HumanEval_86_solver.json,,1773685847
171,gsm8k_1034,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773685847-EyLlApglQEU6rGbQmWOM,1,ok,1,134,64,198,2555,1.5913999999999997e-05,usage_estimate,,1.5913999999999997e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0171_gsm8k_1034_solver.json,,1773685859
172,humaneval_HumanEval/159,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773685859-PH5vQz5tRHNBj5loHoMh,1,ok,1,383,1137,1520,4758,0.0029574,usage_estimate,,0.0029574,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0172_humaneval_HumanEval_159_solver.json,,1773685872
173,gsm8k_614,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773685873-NkaApuQodj1FDU0F1Z6s,1,ok,1,141,123,264,2630,2.2311e-05,usage_estimate,,2.2311e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0173_gsm8k_614_solver.json,,1773685884
174,humaneval_HumanEval/31,humaneval,ours,haiku45,anthropic/claude-4.5-haiku-20251001,gen-1773685884-bxVVO0t79kxufqvAQkrA,1,ok,1,226,759,985,5987,0.004021,usage_estimate,,0.004021,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0174_humaneval_HumanEval_31_solver.json,,1773685899
175,gsm8k_314,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773685911-7t8sPS1FuaoIXIoysZEL,1,ok,1,399,183,582,6181,4.6629000000000004e-05,mixed,,4.6629000000000004e-05,1,gen-1773685900-1mSj7QlbFFkl2dS6YiJU,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0175_gsm8k_314_solver.json,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0175_gsm8k_314_planner.json,1773685924
176,humaneval_HumanEval/55,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773685924-NAT6om7Bq7wCFkO4RJ8U,1,ok,1,127,931,1058,4906,0.0023656,usage_estimate,,0.0023656,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0176_humaneval_HumanEval_55_solver.json,,1773685938
177,gsm8k_357,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773685950-Kxy6S1QyqtUtYhlcpANy,1,ok,1,471,237,708,7766,5.7140999999999994e-05,mixed,,5.7140999999999994e-05,1,gen-1773685938-4Esr28NFDjzO3UgJdRW1,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0177_gsm8k_357_solver.json,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0177_gsm8k_357_planner.json,1773685964
178,gsm8k_48,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773685965-vH3wb1V48YKPgqWz723s,1,ok,1,134,96,230,7004,1.9114e-05,usage_estimate,,1.9114e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0178_gsm8k_48_solver.json,,1773685980
179,humaneval_HumanEval/102,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773685981-fmdVwz3IPvp1tWsQydpb,1,ok,1,176,1057,1233,6057,0.0026953,usage_estimate,,0.0026953,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0179_humaneval_HumanEval_102_solver.json,,1773685996
180,humaneval_HumanEval/150,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773685996-t4Wao0LTBcwfXqSnUT0f,1,ok,1,171,762,933,3879,0.0019563000000000002,usage_estimate,,0.0019563000000000002,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0180_humaneval_HumanEval_150_solver.json,,1773686009
181,gsm8k_830,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773686009-rJg9GuPMEQndR44YTl1Z,1,ok,1,168,216,384,74705,3.3527999999999995e-05,usage_estimate,,3.3527999999999995e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0181_gsm8k_830_solver.json,,1773686093
182,gsm8k_247,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773686093-CMt6sKKVBFVsAeZakRxk,1,ok,1,172,148,320,4119,2.7011999999999998e-05,usage_estimate,,2.7011999999999998e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0182_gsm8k_247_solver.json,,1773686106
183,gsm8k_873,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773686118-FSBfAgJWS32sTHunQZQb,0,wrong_answer,1,354,133,487,6519,3.843399999999999e-05,mixed,,3.843399999999999e-05,1,gen-1773686107-NU5Bo1U2QefqLVxpjinz,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0183_gsm8k_873_solver.json,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0183_gsm8k_873_planner.json,1773686131
184,gsm8k_167,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773686131-8EyMKqVpE0t9hu4Uy4MF,1,ok,1,127,206,333,11628,2.9616999999999998e-05,usage_estimate,,2.9616999999999998e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0184_gsm8k_167_solver.json,,1773686151
185,gsm8k_286,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773686151-1IiQVxguNKTX120t0iF0,1,ok,1,133,147,280,63886,2.4143e-05,usage_estimate,,2.4143e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0185_gsm8k_286_solver.json,,1773686224
186,gsm8k_232,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773686224-dw4SCyLKHZpBe69i1hsz,1,ok,1,141,50,191,10316,1.5010999999999999e-05,usage_estimate,,1.5010999999999999e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0186_gsm8k_232_solver.json,,1773686243
187,humaneval_HumanEval/3,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773686243-kNwn3XwgxGppMvcRVkma,1,ok,1,196,613,809,3898,0.0015913,usage_estimate,,0.0015913,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0187_humaneval_HumanEval_3_solver.json,,1773686256
188,humaneval_HumanEval/40,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773686256-9MWu2NISvWdvoH4PK2bK,1,ok,1,259,849,1108,4480,0.0022002000000000002,usage_estimate,,0.0022002000000000002,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0188_humaneval_HumanEval_40_solver.json,,1773686270
189,gsm8k_89,gsm8k,ours,gemini25flash,google/gemini-2.5-flash,gen-1773686271-ZUxGjosxLkO4CI7q8Ghk,1,ok,1,141,548,689,3989,0.0014123,usage_estimate,,0.0014123,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0189_gsm8k_89_solver.json,,1773686283
190,gsm8k_551,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773686283-GU9gFhqHghpAREnRfdGI,1,ok,1,157,115,272,3746,2.2647000000000002e-05,usage_estimate,,2.2647000000000002e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0190_gsm8k_551_solver.json,,1773686296
191,gsm8k_881,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773686297-3uFoR0kJNQG0IBTTKN9K,1,ok,1,126,139,265,8667,2.2845999999999998e-05,usage_estimate,,2.2845999999999998e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0191_gsm8k_881_solver.json,,1773686314
192,gsm8k_727,gsm8k,ours,haiku45,anthropic/claude-4.5-haiku-20251001,gen-1773686315-CK6Ut53QuHlOBZb1nxZH,1,ok,1,216,348,564,5069,0.001956,usage_estimate,,0.001956,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0192_gsm8k_727_solver.json,,1773686328
193,gsm8k_768,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773686329-Mni9wEBCslGWotyO9Mph,0,wrong_answer,1,138,158,296,3013,2.5598e-05,usage_estimate,,2.5598e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0193_gsm8k_768_solver.json,,1773686340
194,gsm8k_553,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773686341-k0ZnWy4O1xQPzNXBixYo,1,ok,1,170,118,288,2330,2.387e-05,usage_estimate,,2.387e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0194_gsm8k_553_solver.json,,1773686351
195,gsm8k_416,gsm8k,ours,haiku45,anthropic/claude-4.5-haiku-20251001,gen-1773686352-LvlJnu09AIyQOLzpZpVo,1,ok,1,184,541,725,4490,0.002889,usage_estimate,,0.002889,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0195_gsm8k_416_solver.json,,1773686364
196,humaneval_HumanEval/52,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773686365-wRXs74FDosPC2FjjB6TV,1,ok,1,160,636,796,3987,0.001638,usage_estimate,,0.001638,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0196_humaneval_HumanEval_52_solver.json,,1773686378
197,gsm8k_527,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773686378-O5yTrLY3IiDRykDT4LCA,1,ok,1,130,239,369,29913,3.313e-05,usage_estimate,,3.313e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0197_gsm8k_527_solver.json,,1773686417
198,gsm8k_965,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773686417-XRCDcKj8ZtKQJkgtKHgJ,0,wrong_answer,1,235,7,242,5175,1.7384999999999997e-05,usage_estimate,,1.7384999999999997e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0198_gsm8k_965_solver.json,,1773686431
199,humaneval_HumanEval/163,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773686431-ZAfvMbbDCoSwgF0Nf7WZ,1,ok,1,186,995,1181,5365,0.0025433,usage_estimate,,0.0025433,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0199_humaneval_HumanEval_163_solver.json,,1773686446
200,humaneval_HumanEval/135,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773686446-QQ5ak6TWKieWIof1GJ8s,1,ok,1,175,1076,1251,5774,0.0027424999999999997,usage_estimate,,0.0027424999999999997,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0200_humaneval_HumanEval_135_solver.json,,1773686461
201,gsm8k_836,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773686462-gtHeNEZxvDvPMdrPnyVU,1,ok,1,159,133,292,3355,2.4588999999999998e-05,usage_estimate,,2.4588999999999998e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0201_gsm8k_836_solver.json,,1773686474
202,gsm8k_21,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773686474-JIrfOSuZSwt6IwkqPK8W,1,ok,1,147,86,233,9578,1.9037e-05,usage_estimate,,1.9037e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0202_gsm8k_21_solver.json,,1773686492
203,humaneval_HumanEval/113,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773686493-Zsziy6EEb6tc5FeIHxxa,1,ok,1,263,942,1205,5755,0.0024338999999999997,usage_estimate,,0.0024338999999999997,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0203_humaneval_HumanEval_113_solver.json,,1773686507
204,humaneval_HumanEval/139,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773686508-jiqNnto4VMFAXBAGogz0,1,ok,1,173,1042,1215,6725,0.0026569,usage_estimate,,0.0026569,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0204_humaneval_HumanEval_139_solver.json,,1773686523
205,gsm8k_432,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773686524-zlhyBACyXOCJSOMgCfiy,1,ok,1,188,100,288,1861,2.3348e-05,usage_estimate,,2.3348e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0205_gsm8k_432_solver.json,,1773686534
206,humaneval_HumanEval/44,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773686535-5XN0asRYL9Gtl4fNhrX4,1,ok,1,180,956,1136,6339,0.002444,usage_estimate,,0.002444,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0206_humaneval_HumanEval_44_solver.json,,1773686549
207,gsm8k_957,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773686550-ebQ6nIufAAsACMCOreGH,1,ok,1,144,73,217,12336,1.7524e-05,usage_estimate,,1.7524e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0207_gsm8k_957_solver.json,,1773686570
208,humaneval_HumanEval/16,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773686571-ZgqBSOBnvzn2lLWtYzQ6,1,ok,1,142,306,448,2245,0.0008076,usage_estimate,,0.0008076,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0208_humaneval_HumanEval_16_solver.json,,1773686582
209,gsm8k_62,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773686583-Y652gzqkwcFskikhNZKR,1,ok,1,165,193,358,3263,3.1015e-05,usage_estimate,,3.1015e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0209_gsm8k_62_solver.json,,1773686595
210,gsm8k_361,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773686596-u7PepwWzCaoYeMTMJoSs,1,ok,1,192,224,416,3202,3.6032e-05,usage_estimate,,3.6032e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0210_gsm8k_361_solver.json,,1773686608
211,gsm8k_239,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773686609-V8p5QjgUi8BkbtNI40Gu,1,ok,1,185,226,411,4013,3.5734999999999996e-05,usage_estimate,,3.5734999999999996e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0211_gsm8k_239_solver.json,,1773686621
212,gsm8k_226,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773686621-oyIIhDW14nHo7VAJtIHY,1,ok,1,165,217,382,4166,3.3415e-05,usage_estimate,,3.3415e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0212_gsm8k_226_solver.json,,1773686634
213,gsm8k_276,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773686635-a4BHZVinDUDmk9wB6dVZ,1,ok,1,165,190,355,11303,3.0715e-05,usage_estimate,,3.0715e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0213_gsm8k_276_solver.json,,1773686654
214,humaneval_HumanEval/1,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773686655-9vFMy2x3uzlphSHVmy4p,1,ok,1,194,1091,1285,4975,0.0027857,usage_estimate,,0.0027857,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0214_humaneval_HumanEval_1_solver.json,,1773686669
215,gsm8k_647,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773686669-3v2UV0NobprYJTp2aN5P,1,ok,1,155,152,307,2359,2.6205e-05,usage_estimate,,2.6205e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0215_gsm8k_647_solver.json,,1773686681
216,humaneval_HumanEval/30,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773686681-vzsKEI63IiK9Wethv48l,1,ok,1,196,325,521,3807,0.0008713,usage_estimate,,0.0008713,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0216_humaneval_HumanEval_30_solver.json,,1773686694
217,gsm8k_1091,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773686694-WgA9mrybP0N6kIEaMysP,1,ok,1,142,92,234,2706,1.9282e-05,usage_estimate,,1.9282e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0217_gsm8k_1091_solver.json,,1773686706
218,humaneval_HumanEval/45,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773686706-TxG7ILxmzR78i6PFbMsS,1,ok,1,119,124,243,1645,0.0003457,usage_estimate,,0.0003457,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0218_humaneval_HumanEval_45_solver.json,,1773686717
219,gsm8k_230,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773686717-EIGFuRNE7mFkSHLzTTjq,1,ok,1,158,181,339,4995,2.9318e-05,usage_estimate,,2.9318e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0219_gsm8k_230_solver.json,,1773686730
220,humaneval_HumanEval/84,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773686731-MK1WJ80XNRszNEuXDWby,1,ok,1,226,1013,1239,4962,0.0026003,usage_estimate,,0.0026003,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0220_humaneval_HumanEval_84_solver.json,,1773686745
221,gsm8k_1241,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773686745-RfMGRbz5Kf2ZDi4ThuTA,1,ok,1,132,174,306,3824,2.6772e-05,usage_estimate,,2.6772e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0221_gsm8k_1241_solver.json,,1773686758
222,gsm8k_1022,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773686758-mzXDNg676xvfNNTu44bs,1,ok,1,153,180,333,2587,2.8862999999999998e-05,usage_estimate,,2.8862999999999998e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0222_gsm8k_1022_solver.json,,1773686769
223,humaneval_HumanEval/97,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773686770-NmTIoMH7bIH1nPCTP6wr,1,ok,1,191,971,1162,4648,0.0024848,usage_estimate,,0.0024848,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0223_humaneval_HumanEval_97_solver.json,,1773686783
224,humaneval_HumanEval/129,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773686784-ZqROw9fv8TCEtaBjzm0C,0,wrong_answer,1,493,1562,2055,10406,0.0040529,usage_estimate,,0.0040529,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0224_humaneval_HumanEval_129_solver.json,,1773686803
225,gsm8k_480,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773686803-m1at4rH2al72SRzbCU4R,1,ok,1,146,113,259,8089,2.1666e-05,usage_estimate,,2.1666e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0225_gsm8k_480_solver.json,,1773686820
